,content,sentiment
1969,@valerie quite few. peacock oceanographer s choice new favorite play,1
1970,@karolinepaixao epic moment hahahha swear.. really wanna see,1
1971,twitterberry hate,0
1972,feeling bad @muemerry didnt get see,0
1973,finish line team alpha allstars .. great day good winning company team http twitpic.com jggm,1
1974,started great mother s day season,1
1975,@vian yeah real hard know get it... smile,0
1976,ppl year anniversary video. http is.gd ysbs come break,1
1977,awake others sleep,1
1978,dressed go...,0
1979,again. wish could share problem someone...,0
1980,dreading going work but....its friiiiiday whoop,1
1981,last late late pat kenny bless,1
1982,@mitchelmusso heyyyyy u english fan want signing,1
1983,@skingirl yeah excited.,1
1984,@tsarnick passionate interest go beyond mean followed wiggle right,1
1985,@mialotta u feel shit nerve tripped plastic telescope yesty fell wall head still hurt,0
1986,finished baking cinnamon roll soooo yummy,1
1987,early wanna go back sleeep,0
1988,@cydonian why enjoy fancy meal smtimes thr s joy solitude u really enjoy food amp lk date world,1
1989,@silverarcheress ah ok thank youuuuuu,1
1990,@agoodstein @timknapton good role models... like yinz think,1
1991,@codelust @prolificd caught lunch today... correct stalking,0
1992,@jthaessica yeah dnt go there.. dif apps phone sad reason lol,0
1993,heading graduation like this....oh nick....i ll looking you....,0
1994,got back @lorenajimenez s party sooo much fun boom boom pow hahaha ooh told mom happy mother s day,1
1995,@cactopus too thanks completing calvin appreciated,1
1996,@bedimples lmao dimple naww thats cute ok ill try remember first winter dimple day,1
1997,feel really weird,0
1998,wooooo twitterberry working again good morning everyone,1
1999,@natburleson nope husband golfing amp tornado amp playing. im spoiled everyday. esp last sunday tattoo,1
2000,@kingmoney yep freezing hate winter im literally wearing blackets,0
2001,@crzyqbn that s awesome dude yay surprise celebrity got meet year ago soooo friendly.,1
2002,@nmaize lucky rob... always gettin t s emalon,1
2003,michael scholfield more. dead. sorry,0
2004,hot texas ac upstairs broken really hot house.,0
2005,yayz today s day call see got job x ish happy... even though slept horribly... kinda drained...,1
2006,@thodwris rip michael,0
2007,@euginis fun last night see you.,1
2008,.. going fail art final. fml. far worst semester life school wise otherwise best,0
2009,cant find red lighter reminds amy,0
2010,bah day ending nicely began,0
2011,@alitherunner haha sorry past bedtime,1
2012,wanna go shopping get paid till next week,0
2013,@thomassmith yo thomas thanks follow social medium director disney that s awesome like learn more let lunch,1
2014,@dawl get day still aint hit me.. love,0
2015,attempt sync facebook twitter seems failed,0
2016,@kristyknox sound like fun... think lol naughty ironing watching nk porn youtube instead lmao,1
2017,watching f. live near montmelï¿½ excited race,1
2018,@ac welcome twitter world andrew tell david twitter haha kiddin know want one.. booo..,0
2019,ended face face bear driving home evening. sadly took wood hauled cameraphone,0
2020,@bbrownnewcolleg congratulation,1
2021,living empire hotel...free bottle service. rock connection,1
2022,so...woke time work.....boo,0
2023,@dakshinamurti yet... sorry,0
2024,snowbear finally come out...congrats che warren,1
2025,fatigue settling in gotta power through awesome seat tonight. pretty lucky. life ain t bad...,1
2026,slow get tix,0
2027,@jdrydenuk yeah available public market yet. soon. looking forward. sunburnt arm itching. boo hoo,0
2028,@whitney g day hasnt without ur running conversation day,0
2029,@geehall lol peek http geehall.blogspot.com coming along nicely totally understand leaving set quiet too.,1
2030,@jaysodmg heyy jay wat s going witcha amp want twitter background already know gotcha need anything.,1
2031,screaming like maniac thing u scream ride sucked fun everything so...,0
2032,@madinalake can t wait listen attic,1
2033,@dannymasterson miss s show,0
2034,soo happy frustrated time ] s. ohh noo britney recording new video radar sooo exxciiteed,1
2035,@goodnightirene thanks lady,1
2036,exhausted..can t sleep. like night,0
2037,porter making sad panda,0
2038,@danielradcliffe sunday mother s day,1
2039,@tiataquito stop,0
2040,reyt fancy valentinos. worst time considering can t,0
2041,@jojowright http twitpic.com wf ooh nice score jojo,1
2042,mum trying make feel ebtter stopping voting adn winning shortstack. almost cried.,0
2043,going attempt cook chunky beef amp mushroom pie tonight mmm hungry already,1
2044,wanna go back work sleepy time.,0
2045,south style exhibition less week member fresh gallery otara,1
2046,friday love party sitter.,0
2047,@dolliesierra awwh....well least top magic happens today good day worries.,1
2048,r @njsharkman squeeze bacon look like poop,0
2049,polly scattergood s new single today download please touch ep itunes ace http tr.im kpk,1
2050,home whitney s. sleep. church bit. dangggg....i m tired. worth,0
2051,@misscaseyb know mean rain sucks...,0
2052,route da beach sun yet,0
2053,hate rob zombie movies. amp smell weed. vommmm.,0
2054,@brighternoise really,0
2055,okay gots go first time since started miss block party @retrorewind,0
2056,wow feel like ish really feel bad ignorent aholes wont overturn prop,0
2057,@nellagrl ...being lonely time.,0
2058,@mollieofficial congrats mollie wish could got ticket,1
2059,@wersching wait till january. life fair,0
2060,goooooodmorning,1
2061,@iamchrisc soo jealous right now,1
2062,getting cd ready tour,1
2063,@realaudreykitch seriously kill bath now. shower cubicle. miss bubble bath,0
2064,@dfizzy lucky. week summer,0
2065,watching one fine day eating cereal. start good sunday good movie,1
2066,brendon think lame..but drunk,1
2067,plier blow face today. mistake killed wrong breaker. wire connected plier boom. big chunk gone.,0
2068,oh yeah grill out...its bbq tonight house,1
2069,somebody installed vcenter server window x w sp sp compability matrix,0
2070,@liamjhayter chroma key coolness ... cumulus seminar going online see live feed,0
2071,@cassiewho haha problem fun,1
2072,horrible day.,0
2073,@ohmonika babe text email address send,1
2074,hurt me bring joy see cry know love anything yet u break heart everyday,0
2075,@tiaantjee btw offend you yeah rockstars. pretty ok.,1
2076,holy shit super sunny friday whitsun tube deeeesearted. wish park http tinyurl.com nsl,0
2077,@mitchelmusso http twitpic.com swx tried didnt get,0
2078,disappointed cadbury chocolate block got smaller,0
2079,working tonight http plurk.com p xkbv,0
2080,here s @euan @stoweboyd evening drink thursday night london. http twitpic.com wrrp,1
2081,heap keen next weekend. mummy. lt,0
2082,@pixls hahahahhahaha true could really stretch stuff shame rem s dog got mad tried put avi s face,1
2083,love two favorite show acronym lol.,1
2084,raining stuck inside working today probably peed sunny outside ok rain,0
2085,@khanserai thank hope great day,1
2086,@lenje still pity come lamb though,0
2087,@lilayy here. like know there s people worse life wish could go back change aspect life,0
2088,atm http twitpic.com jmeh oh yeah. apple juice rebel,0
2089,@peacefullvegan love pd fucking good wanted try something new...i give . stars. meh.,1
2090,rainy day philly look like gonna movie night.,0
2091,@scrapshoppeetsy rt heart past day etsy boo hoo....totally,0
2092,@santoscarmen that s lot mangoes.. haha baka naglilihi ka ahh haha joke lang carmen,1
2093,headache. nobody keep company. wants.to.be.a.kidd.again lt,0
2094,cooked lunch todayy givin mum relaxin dayy.,1
2095,@konghee good time sun amp dayan ny,1
2096,suprisingly okay. possibly still drunk. goodbye suck though,0
2097,today another good day less extreme experiences... anyone fan watching season,1
2098,@najiahyahya yeay . haha. thank much jiah,1
2099,great time mpix shootout great thanks mpix...,1
2100,@moneymakn thats actually fun would think... hurting week similar experience.,1
2101,new baby arrived yesterday. fab baby boy . kilo proud happy,1
2102,@featureblend thanks intro. great meet u twitter,1
2103,@seantherobot good evening,1
2104,@jacobmaestas think ever one,0
2105,y weekend karen. swansea today,1
2106,@fatdaddysweets yay busy good,1
2107,doesnt want anymore,0
2108,@photogjack yeah price used market hasselblad even close way used hold value. shame,0
2109,@kayleelovexx love panty,1
2110,@citycynic lol target employee forbid place usually go buy like everything along commenting,0
2111,@janiecelincoln ha... totally go it. journalism major perfect fit.,1
2112,happy camper good day all...,0
2113,@ukcatalogue fabulous combination till a. arrives b. bill come fun chatting you. good sunday,1
2114,rain ever go away puppy getting cabin fever like going rain,0
2115,@delicatelyreal looool .. ana vote ag ele yeleni taqaod,1
2116,woah love new twitter app many new thing do. got finished watching jonlakers video good.,1
2117,@superannuation haha keep mind far reckon enough money stop hair greying retire d,1
2118,@sarah miss already. sad face texted seriously gonna make cry.,0
2119,little girl shallowness annoy me. good side didnt straighten hair today look decent,1
2120,time go sleep almost am. night everyone happy mother day mom,1
2121,today day leakycon . awesome number wish far away,0
2122,undeniable truth. suck talking people. good making connection. come either strange distant,0
2123,@elliot think bear cuteness early day kudos fair empress,1
2124,today going normal day hope. group pilot large airline come last night much drink,0
2125,thanks much discount code. looking forward trying pad,0
2126,definitely working sunday afternoon late evening,0
2127,@bumblebeex awesome maybe someday find book bestseller list lol,1
2128,@robm retweeted jesus post made laugh... worry subliminal code,1
2129,want cooky breakfast luckily adult that,1
2130,head hurt,0
2131,@idibs oh really good dude thx... added,1
2132,@seandblogonaut daddy wanted buy shoe prettie esspensive nao haff go bearfoot,0
2133,@deanomarr italy greece love italian men hehe,1
2134,@donniescupcake bet great bag can t wait,1
2135,mom came home finally got guitar strap yay,1
2136,@frazzel let download co said uk. little cry.,0
2137,@jason yeah well deadline t hour that s architecture you oh well... mmm coffee sound like good idea,1
2138,tweet last hour nobody like tweetboard,0
2139,@uniquemakis awesome wish could fly see,1
2140,working birthday bad get work ruby rail,1
2141,reached bangalore gotta hunt room,1
2142,@misstaken go last night girl night fab everyone made effort dressing,1
2143,@treiz do. still... twitter.com monicafrancesca see gino drag @monicafrancesca @ginoboi. fun,1
2144,watching dr. phil s special same sex marriage. sad ignorant people,0
2145,@bjolly now can t call kitten new name ryan make fun way say kitten.,1
2146,suddenly remember memory ohhh please,0
2147,@mcflyyerr yes came amsterdam th april best night everr you,1
2148,ftsk mercy mercedes amazing tonight.. always,1
2149,keep trying hurt me tear cried past month enough,0
2150,@irize yea yea im torture stanky leg marathon..ima dance hr til can t mo,0
2151,lt rupert grint...... amp boy ive accepted tht fancy im certain doesnt feel worth telling,0
2152,im wishing weekend go sol.,0
2153,feeling today going amazing,1
2154,@mnny iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. thanks,1
2155,new guitar hero metallica guitar already broken fail,0
2156,aparantly starwarsday enjoy quite know kent happy anywho,1
2157,operation conference call great peep @campusadvantage team. y all make monday bit easier handle.,1
2158,@scodal yeah saw look like hard work would know whats upp handsome,1
2159,wow party new life awesome girlfriend create ton drama babe party way go w ...,1
2160,omg rat... ewwwww. omg cant wait tha marra.. ecxcited. annabel cant go tho,1
2161,chilliin,0
2162,@shelleymcarthur @ cambie slightly event leave waiting feedback though keep u posted,1
2163,@cadistra ah brilliant thanks bunch,1
2164,@missxtatti thanks adding,1
2165,always sunny day can t possible outside. life get,0
2166,@dannywood ran mile went gym amp woke ur great kids....dependable danny hope great already,1
2167,happy mother s day mama today,1
2168,weekend relaxing one.. cousin s place watch tv series quot tru calling quot really cool,1
2169,back had great mad monday meeting tomorrow,0
2170,@jayjager well donkey appeal sure.,1
2171,happy morning sunshine may driving window singing smiling wearing shoe kirsten,1
2172,time life,1
2173,officially mother day happy mother day mom,1
2174,realised. able talk crazy cat sunday. sad now.,0
2175,@hypernyck get ticket picking lookin slim soo prob,0
2176,sun shining brightly day begun what s store wandering around le calanques maybe vin definitely,1
2177,omg going robinson tyler wfm. freakin miss anthony ugh today kinda sucks. lex lt,0
2178,playing ufc unleashed demo impressive game got apprentice now lazy monday,1
2179,@nathaliecaron ended going left knee killing me. think pushed much yesterday,0
2180,@rossianson invite sent invite collabs too pas word around,1
2181,need get good hard workout today work feel like slacking good,0
2182,happy motherss dayyyy sister decided make lunch...hmph. decorated house andd danced sang hahaa,1
2183,@katrinalmoreno im idiot missing last show,0
2184,impossible,0
2185,beautiful @webduck. feel badly. neaby gran see grandkids amt. can t go luck,0
2186,@meljachin eww. dislike,0
2187,@storrao thank respect designer @luismvaz,1
2188,watching best movie ever neverending story wish babbby me though.,1
2189,fridayyyyy .... working,0
2190,@andeedrummer yeah go always brings u things. let last something called quot bird milk quot,1
2191,@theredhood going away partyyy @mandydiblasi s. come,0
2192,@therealjspace bow glad service,1
2193,@nickchien @chaubella glad break twitter virginity two.,1
2194,@dirtyrose told you would sweep haha p,1
2195,@clighty invite house instead,1
2196,recovering hard day homeschooling dd chemistry go well...,0
2197,everyone working tonight bored,0
2198,@thefuzzyblueone me doctor laugh oh no no no. @dr crane s patient arkham aslyum work,1
2199,exams. thennn sexy time.,1
2200,broke bottle probably focus work instead thinking songgoeswrongs,0
2201,@mistressmia heard title author before must look enjoy,1
2202,messed makin right @taraellis @dontennant @elikamahony best holy day wish all,0
2203,gotta work. lonely weekend ahead.,0
2204,gotta go twitterer stupid sister want go facebook oging montreal morrow wont while bye xoxox lt,1
2205,home marco island missing girl already...back work,0
2206,look like office tv get mlb network... look like mlbn televising det bal game today wieters,0
2207,mana everything ever made since,0
2208,@spiffums near him.,0
2209,can t believe peeling one half day sunshine,0
2210,@sevfletcher exercise u make it. walk run bike blade skate surf feel gooooooood,1
2211,@tadasauce good time,1
2212,@sweetnote smooch well great day,1
2213,enjoying nice weather stuck indoors writing essay,1
2214,live long prosper lol star trek best,1
2215,chatted old schoolmates. awww miss highschool.,1
2216,updating old ipod...sad...i miss orange nano,0
2217,relaxing night home best people,1
2218,@kurtismarsh far go unless prize millions. know win,0
2219,sometimes forget favorite porn star real people too. @bobbyclarkxxx made orange chicken last night cut finger off sad,0
2220,now conjunctivitis left eye. sign something wrong deserve this lol dying people,0
2221,heading office quiet stockholm least sunny,1
2222,@joshwaleigh walk home. look amazing,1
2223,@deanm hey twit watched poor holly britain got talent poor thing people mean year old little girl,0
2224,@itskanye tnx following looking forward tweet you..,1
2225,@danisometimes sadness. could hang feel less apathetic.,0
2226,@curren y spitta caught traffic around howlin wolf mins. wondering wth going on.....musta nice,0
2227,@suzi meow yeah u better,0
2228,really cant take this.,0
2229,prom s today... bought ticket im going cause dont dress hair done ect. suck cause gonna awesome..,0
2230,excited taylor swift wednesday,1
2231,sometimes pillow sometimes,0
2232,@ppittman old comfy like worn sweat said love sarcastic heart muster....,1
2233,@velvetella bye great time whisked away,1
2234,@ticklemejoey goodnight baby loll jk night,1
2235,cal dachshund rescue found home foster pup max. soooooo sad see leave,0
2236,@elizapatricia o saw fleetwood mac insanely jealous. enough money buy tickets. think never see them.,1
2237,@jessejane look great morning already,1
2238,soooooooooo glad learn farrell ice cream parlor staging comeback so. cal bad mission viejo mall,0
2239,@bogwhoppit aw yes week got asked return end wish bought me never mind,0
2240,@mortensax promise thanks,1
2241,lt bored death,0
2242,wow realized limit quot more quot button. sucks... guess two day max sign twitter.,0
2243,@springwestend cant believe closing moro ive never chance see show good luck everyone star,0
2244,@nathanblevins maybe next time. can t away weekend much like jump car go. pout,0
2245,talked @samgrover s cute grandma phone. speaks hindi not best language but somehow manged,0
2246,@coollike cokies arnt real imaginary hav mmmmmmmmmmmm cookie...,0
2247,can t get bed,0
2248,sad fitness center reopens zumba class anymore. found today last class closure.,0
2249,@hummingbird yeah tough times..,0
2250,@aquapunk @ mintyfresh thanks much,1
2251,@nzdeany given pizza kid would never let fav the hot one,0
2252,@reactiveretro yeah agree best aww leeaave,0
2253,@mitchelmusso really want talk mitch live indonesia cant call least give shoutout please,0
2254,loving sunshine hating thought office without window,0
2255,@mtmodular pixy number give energy rush. playing festival close june work go,0
2256,@megan ftw awh sorry probably going thing haha.,1
2257,sad day office. glad friday. like get away while. poor co worker lost son.,0
2258,@melly hmm certain one ive gave liking muck head give sometimes tbh,0
2259,want listen musiq soulchild ipod,0
2260,favorite shirt ruineddeath bleach fb,0
2261,producing @pieterbickford anchoring... sad goodbye miss lynne ashminov miss you,0
2262,getting night great mood,1
2263,@robinmeyers look like full lincoln marathon yesterday awesome hm tough,1
2264,@vengenz lovely attempt poetry,1
2265,finished @melzer s zombie chronicle day ago. bittersweet. need something new gym,1
2266,toasted baked bean sandwich red wine perfect sunday night dinner combination,1
2267,@tatrtalk wanted to sadly work today. normally work friday either.,0
2268,aww son gave purple g shock mother s day,1
2269,@victorglenn saw pic awesome,1
2270,haha follow john mayer..he s pretty funny guy want move l.a .... much fun,1
2271,@kirstynsmith spent hour sitting sun picnic lunch ice cream win. bbq today,1
2272,[aeroplanes know plato ] one favorite wkp song http blip.fm jq,1
2273,@subclub wa took advice enjoyable small alone would ve come lol,1
2274,wish @kirstiealley happy mother s day,1
2275,@wossy killer best. bit disappointed last song cut short watch full iplayer,0
2276,twitter one talk know celebs nt nice spoken,0
2277,early morning walkies really thing... least vaguely warm,0
2278,@xodedexo course come join sleep over bring big dill pickle,1
2279,@xomorganjane aw sad looking forward seeing you,0
2280,@themanwhofell compliment taken. thanks. key,1
2281,@tyefighter sell guitar hero p fund splitting ex,0
2282,@jenniferdodd town next week party get back. happy early birthday,1
2283,happened warm commence pouting return readysetgo,0
2284,@jami hirsch thanks follow wish plan open shoppe tc economy turns.,1
2285,rolling bed past hour ... still unable sleep,0
2286,@dinosuit idk. stupid th grader,0
2287,woke cat face haha,1
2288,... playing acoustic set @ style bar today @ hope see ...,1
2289,@jae oh yes ave never orderd there lil funny first so check ta,0
2290,@opalbonfante wonderful let know think. light reading,1
2291,time get game cancel th season like show,0
2292,@jpblogger nothing like quot rocknrolla quot another good film rock title,1
2293,doctor office woooo much fun. go back wotk cant afford off.,1
2294,@sugafactory omg haha half hour late work whoop hahaha h workin sat mornins,1
2295,awesome girl scout day dodger stadium two awesome olympic athlete joanna hayes heather bown won,1
2296,http twitpic.com who mommy gummy mother day posterrr,1
2297,@melissa paige amen clearly know you able say that wonderful get too though... suck,0
2298,@thatchmaster miss place miss wegmans even more. whole food wegmans,0
2299,@celestialq good let s go get done.....,1
2300,@petespencer yeah we say shite alot here. say shiiite rhyming light,1
2301,@arielm happy happy birthday,1
2302,salute chapel hill north carolina. sy http blip.fm jgj,1
2303,@yuniphan yay congratulation oh newly minted graduate. let buy lunch iced chocolate plural celebrate,1
2304,@mtupyro feel bad. got foad promotion too.,0
2305,ready weekend yay me. even though over im lucky person get work day row till get another one,0
2306,aaawww im soooooooo tired today.. dont feel good.. dont wanna go work wah.. yeah im goin work mins. til closing..,0
2307,hurt foot,0
2308,@alyssa milano local pet store get shut last something like that....it s horrible animal go through.,0
2309,ugh delivery postponed shes baby til work,0
2310,saw fiddler topol girl looooved it next month... annie th row can t wait trip music store fiddler sheet music.,1
2311,miss little batty month old got sick always fun full life lt even end...,0
2312,came back seeing boat rocked amazingly cool movie definitely getting dvd,1
2313,@haoranc go it,1
2314,hey everyone guess what rooney coming today,0
2315,summer yet read books.... long book,0
2316,fed pain,0
2317,@mandybooklover here nice quiet sunday,1
2318,@mitchelmusso can t call mitch im sweden,0
2319,one want sit lunch guess bury head laptop continue anti social.,0
2320,going ikea roomie shop apartment. ikea like top ten store love,1
2321,@mollymazy aww happy mother s day girlie kingston lucky great mommy,1
2322,moment foward imma spend money wisely. dress shoe shopping every week. pigging @ fav rest.,0
2323,@shotdown haha stay nearly hour coach get here may convenient hour tv,0
2324,@scopezum feel way hour sleep still exhausted ahh,0
2325,@missjia word. yayy twitter dark lol.,1
2326,@supprintdesign oh like let c,1
2327,@crystaljanee greaaat minee pleaseeeeee,1
2328,believe black personality explain feel... boyfrann mine gots sprung,0
2329,booo dario let tk get hair cut,0
2330,@hoopsiscrazy u think web design wld go well international brotherhood magician maybe. magic success sxswi,1
2331,want watch naruto shippuuden missed episodes.,1
2332,work go,0
2333,excited. lot good thing happening work wise melbourne,1
2334,want go sit park really painting bathroom,0
2335,@chocolovere feel way every day,0
2336,avenue raining cool,1
2337,@jaidenkhat sadface,0
2338,humous dorito s.... oh yes,1
2339,quot dream better world coming quot someone could live word dude,1
2340,last night fun w lightening thunder today s,1
2341,@jemambrose congrats highly doubt u ll buyer s remorse...u ve wanted car while.,1
2342,someone stole new laptop airport. even used it. guess u economy breeding new set quot opportinists quot,0
2343,@jimmymarsh awesome job last night,1
2344,posting late got back seeing star trek. awesome,1
2345,@jennafletch freddies cotch ladyhawke here missing bajan beauty,0
2346,anyone excited harry potter like am. damn twilight postponed first love oh well find hai chai,1
2347,hey guy going create iphone app that s twitter client called tweetilicious please @reply thought,1
2348,net died yeah.... sad,0
2349,gonna miss thick blood next friday,0
2350,freakin migraine,0
2351,@jbcp separate desk computer side room short dividers...but thinking need extend ceiling,1
2352,@everbrandy look like fun,1
2353,need play infamous... where s free blockbuster rental coupon need one miss coke reward,0
2354,@wrldfms would know phone...,1
2355,ugh miserable looking day. degrees. summer go,0
2356,@conorp yes one final party better make good one much mpre stuff got go,1
2357,@t isfortammy sad tweet sad,0
2358,@candyconquest yes are thanks haha do field flower exist singapore well one frolick in,1
2359,@naomijlea good job track head co sadly can t access it boo,1
2360,ps... got ben button today... completes best picture noms....got now. great year,1
2361,class yow party four hour lecture mix attal drink red bull amp still sleepy . smh alrite bedtime,1
2362,@thevowel d version suck,0
2363,stomach hurt bad,0
2364,right richard marx s right waiting really making feel nauseatingly sad.,0
2365,hairstylist left salon without telling going. damn,0
2366,bank holiday london woohoo,1
2367,@lopezwilfred yeah. too. lookout tweet too. happy tweeting,1
2368,niqhty niqht niqht .. toqether great day @ayyojayfressh ily yall,1
2369,spanish... suckiest class ever. learning atleast. te quiero tiasha,1
2370,see tinyï¿½s thinking thought smile caught radio big daft grin face....,0
2371,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutu,1
2372,@ckanal funny say...am filling speak cheer,1
2373,@ottosdaughter sorry hear,0
2374,@emalyse david aaronovitch always worth making exception good morning way,1
2375,hanging school... last day senior,1
2376,zero thomas it,0
2377,@woahamber hate,0
2378,awww kanye west shame doesnt get joke,0
2379,nyc right favorite people instead stuck ri.,0
2380,book read movie watch n stuff buy...i m bored,0
2381,damn sunburn hurting jack whitehall mmmmm,0
2382,@kingdingaling @wendi leavin bc racist start cryin,0
2383,dinner jiuliani s family yum,1
2384,lovely day yesterday. weather great stupid slapton,1
2385,weekend went way fast way work david archuleta tow.,0
2386,ton fun yay prom lot fun horayyyayayay,1
2387,@krystalnichole pretty good think overdid gym yesterday... working,1
2388,freezing math class,0
2389,watching quot sicko quot utterly digusted country...,0
2390,finally going bed staying reading script quot remember me. quot sad sooo good happy mother s day mother s,0
2391,getting hair done bout hit club ....... ha see u later ....... smooch,1
2392,gave brother hug good bye.. took load furniture away house. took mattress like,0
2393,@phxphoto kidding there ugh ... one thing know sure showing property weekend,0
2394,way home ny...then sleeping,1
2395,... still feelin like blah... hour,0
2396,craving king sized snicker,1
2397,@honorsociety luvvv it one aquestion why full moon crazy tour date toronto,0
2398,@adnamay nite nite bday girl fun concert,1
2399,workout stunk...no headphones.,0
2400,@shoegal oh okay cool.,1
2401,feeling great,1
2402,@dickiea @chrisjlovell true @chrisjlovell u downloaded tweetdeck yet literally amazing xxx,1
2403,@dorkybarb currently penguin mn zoo... go sometime soon.,0
2404,miss hubby already,0
2405,wow two hour conversation someone omegle. amazing,1
2406,sooooo dropped phone. text tweet me currently banging face spike covered poison ivy infested wall.,0
2407,bumping air supply s greastest hit,1
2408,@libbyoliver caught tweet got home time last min itv show bgt tonight miss,0
2409,mcdonalds mccafe taste like chewin cigarette butt. miss sonic card,0
2410,bummed babydoll spaghetti strap tank three wolf moon t shirts. love meme hate wearing fabric box.,0
2411,@nesitajai ur leaving week know dont see u everyday like fact ur city,0
2412,another week begins. one got better last,1
2413,cause missed lot class,0
2414,@i dulay swear took hour get bel air alabang. yes loved reminiscing hk trip amp @cdeocampo,1
2415,blow torch broken real bummer,0
2416,jon amp kate kid attracted huge tv audience tabloid headline and now state labor investigation http tinyurl.com lzt,1
2417,back @ work migraine lingering can t wait weekend,0
2418,@btillo hehe thanks advice choose shoe three them hard,1
2419,hey let s follow other awesome,1
2420,watching alien boobie craig rise house early bedtime grown ups,1
2421,oh no used internal sig external e mail damn. fb,0
2422,@kiwiikink vma s guess so.. also wanna go london june demi lovato concert one s going,0
2423,waking star war end title song sorta awesome .. also kinda creepy,0
2424,macabre hard believe dropped real nuclear weapon real japanese humans. http ow.ly nru warisfucked,0
2425,hi http gayorbispace.com hope everybody safe amp fun weekend,1
2426,rain rain rain go away come back next week gone via @gigglingmarlin raining lie crazy key,1
2427,went dentist mouth hurt can t eat,0
2428,last montday s award ceremony http twitpic.com jkvl,1
2429,mid shift awful. im counting time,0
2430,sitting alone quiet house,0
2431,@eujean yeah,0
2432,fab wedding yesterday foot still sore dancing must good sign. v glad wake bed morning,1
2433,day ca get see paniniii,1
2434,@nataliejanette im jealous im going blogher,0
2435,hey dude turned flyer poser nice,0
2436,@kevinriley heh thanks adorable plug cough info at cough cough,1
2437,omega tomorrow. really planned anything it. make sure come can. awesome. move in june st.,1
2438,@dalekwidow hearing lot good thing new trek movie. see dad quot a fellow treky quot would like see,1
2439,know quot extra hand quot comment would cause trouble... upload house music beyond vol.,1
2440,@mercedez ta much happy b day g son,1
2441,going miss roomie @staycy... longer roomy starting tomorrow,0
2442,near daily exercise starting show results.,1
2443,@norasake sadly no. come one...,0
2444,@lauriepercival great wedding band awesome they played ton great s song food,1
2445,@eddyizm like turtle,0
2446,@adriandanganan clay aiken get autograph,0
2447,@kiso omg feel bad .was good,0
2448,@coxrocks ha lead singer gave high five got one guitar pic,1
2449,last class scott julie today going miss them... bought bottle champagne congratulatory gift.,0
2450,finally made qc...happy mother s day got car,1
2451,oh no... sun s gone,0
2452,wishing everyone blessed amp beautiful mother s day,1
2453,night b put hold week coz ill last nite gutted still nice nite tho whers sun gone,0
2454,soo wanna eat mcdonalds fry,1
2455,@taylorswift mine too hayley great,1
2456,go school reviens ï¿½ h,0
2457,@kpatthethird fml dad didnt leave moneyz wait till get home call finish work,0
2458,@mikehuntington oops drunken stupor lol. ima check,1
2459,ha ha point men,1
2460,resist http blip.fm zv,1
2461,@flyykiddangel lmao need shopping partner today.,0
2462,tiiiiiiired going bed drinking lead making boy later forget names.... drink kids. goodnight,1
2463,coffee. gym. studio. story. of. my. life. these. days. grateful.,1
2464,@cookiemonster ohhh yea film one fave longgggg time... any humma humma,1
2465,going work than ill home im going look camera since must lost house. everyone wonderful day,0
2466,supper tonight kurumi minute,1
2467,tonight boring,0
2468,@angusmaclean yeah there son two go kid friendly place now congrats baby,1
2469,cat died kidney failure math test day need get better.,0
2470,tweets....just living rockstar life one tweet time.,1
2471,@rohanbabu brought buffalo gb ...it fastest transfer rate usb hdd...i benchmarked mb s comp,1
2472,fifth runner keg @kirsten @devonshire hannah darian fiona amp phillipa,1
2473,awsome salad recommend getting spicey buffalo chicken salad,1
2474,@shanedawson haha yay love mr. shane dawson,1
2475,@divinediva norwood house party haaaaaa... yaaaaaaay smile,1
2476,@roshnimo yup .. sad eh .. betty man .. betty,0
2477,miss bed sleepy,0
2478,supposeddd hang al mommy wont let dooo blah. hahaha,1
2479,@wildchickendew muhahaha joined tweet cult... lol heya btw twitterific good iphone app use,1
2480,reading book instead revising. thinking lunch. heart rate bpm... case wanted know,1
2481,make wish,1
2482,@drmenlo sorry mr grey menlo,0
2483,home work good night epic dude dudettes,1
2484,illy s note book quot from one geek another keep good work quot sigh. missed great espresso.,0
2485,delicious pav bhaaji finely chopped onion little dash lemon yummy,1
2486,@syzygy thank,0
2487,getting ready leave girl scout metting..don t feel like .....,0
2488,haha gunna go buy whole bunch emo punk clothes,1
2489,unfortunately heffas decided take impromptu mall trip without telling,0
2490,@mshalfway want go back school sigh poor,0
2491,@hoptonhousebnb sorry meaning complain feeling rough heat getting tonight would love visiting india though,1
2492,where s enthusiasm meeeee,0
2493,roast yummy think mum impressed,1
2494,@spotibot afraid bit fail last two recommendation available uk,0
2495,@taurenlegend kind hard see pic doggie pic exist,0
2496,little foster kitten getting big...chubba winston going b missed get amazing homes.,1
2497,@amerz love it wish half could even name web design lady,0
2498,cant sleep tired goodnight... maybe,0
2499,@hi im chris cant get mine keep getting error,0
2500,haha overheard us. yrold mom quot mom think learn read today quot,1
2501,@kaliie sorry lol about waitt... think mum would still let bday stuff weekend,0
2502,@katevoegele amazing concert got really good video picture,1
2503,tell yo mamma em axe durrin said happy mother day.,1
2504,@juliegoodacre thinking changing hassle everyone follows u get jason,0
2505,@xlex glad happy,1
